CP\J	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2	2.1	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9
0.02	0.0031	0.2875	0.4781	0.5554	0.485																									
0.03	0.0027	0.2693	0.4773	0.6024	0.6625	0.6981	0.7174	0.6844	0.6532	0.6072	0.5154	0.432	0.3046	0.1759																
0.04	0.0024	0.2439	0.4502	0.5966	0.6907	0.7294	0.7481	0.7827	0.7939	0.7529	0.7096	0.6695	0.6369	0.5506	0.4854	0.3644														
0.05	0.0021	0.2222	0.4198	0.5672	0.6673	0.7341	0.7788	0.7886	0.8194	0.8229	0.8122	0.7779	0.7311	0.6947	0.672	0.609	0.5267	0.4572	0.3501											
0.06	0.0019	0.2005	0.3895	0.5376	0.6412	0.7144	0.7653	0.7946	0.8227	0.8319	0.8361	0.8308	0.8172	0.7736	0.758	0.7158	0.6758	0.6148	0.5634	0.4754	0.3913	0.0711								
0.07	0.0017	0.1838	0.3618	0.5082	0.6156	0.6926	0.7484	0.7882	0.8168	0.8353	0.8414	0.8431	0.8436	0.8294	0.8128	0.7872	0.7489	0.7164	0.6745	0.6201	0.568	0.4914	0.4163	0.3374	0.2547					
0.08	0.0015	0.1684	0.3358	0.4792	0.5896	0.6707	0.7301	0.7736	0.8049	0.8279	0.8428	0.8487	0.8527	0.8498	0.8378	0.8213	0.8027	0.7708	0.7358	0.7045	0.6622	0.6026	0.5518	0.4977	0.4384					
0.09	0.0014	0.1555	0.313	0.4512	0.5629	0.6484	0.7116	0.758	0.7925	0.8176	0.8368	0.8489	0.8561	0.8568	0.8541	0.8455	0.8295	0.8137	0.7892	0.7565	0.7207	0.6926	0.6509	0.6053	0.5566	0.4874	0.4326	0.3797		
0.1	0.0013	0.1436	0.2933	0.4261	0.5356	0.6253	0.6923	0.7419	0.779	0.8071	0.8283	0.8439	0.8538	0.8598	0.8599	0.8562	0.8489	0.8365	0.8182	0.7959	0.7715	0.745	0.7128	0.6766	0.6361	0.5746	0.5233	0.4706	0.4199	0.3756
0.11	0.0012	0.1321	0.2736	0.4012	0.5088	0.6005	0.6728	0.7256	0.7651	0.7956	0.819	0.8368	0.8498	0.8579	0.8627	0.8627	0.8594	0.8499	0.8382	0.8246	0.8055	0.7826	0.7562	0.7265	0.694	0.6596	0.614	0.5614	0.5076	0.4574
0.12	0.0011	0.1221	0.2547	0.3789	0.4833	0.5744	0.6515	0.7083	0.7512	0.7837	0.8091	0.8289	0.8437	0.8547	0.8614	0.865	0.8638	0.8608	0.8534	0.8408	0.8284	0.8111	0.7903	0.7665	0.7393	0.7077	0.6767	0.6401	0.5953	0.5391
0.13	0.001	0.1128	0.2368	0.3564	0.4602	0.5493	0.6277	0.6903	0.7366	0.7714	0.7987	0.8202	0.837	0.8495	0.8586	0.864	0.8668	0.8654	0.861	0.8535	0.8446	0.8304	0.8137	0.7942	0.7722	0.7479	0.718	0.6871	0.6563	0.6208
0.14	0.0009	0.1052	0.22	0.3337	0.4375	0.5255	0.6033	0.6717	0.7212	0.7588	0.788	0.8112	0.8295	0.8439	0.8547	0.8623	0.8665	0.8679	0.8663	0.8625	0.8552	0.8456	0.8326	0.817	0.7985	0.7771	0.7541	0.7281	0.6967	0.6679
0.15	0.0009	0.0992	0.2063	0.3122	0.4128	0.5032	0.5797	0.6481	0.7057	0.7457	0.7769	0.8018	0.8216	0.8374	0.8496	0.8587	0.8651	0.8688	0.8695	0.8678	0.8631	0.8555	0.8453	0.8327	0.8181	0.8004	0.7797	0.7585	0.734	0.7046
0.16	0.0008	0.0937	0.1939	0.2921	0.3887	0.4798	0.5579	0.6253	0.6858	0.7319	0.7654	0.792	0.8133	0.8305	0.8442	0.8548	0.8626	0.8674	0.8704	0.8704	0.8677	0.8629	0.8555	0.8456	0.8332	0.8192	0.8023	0.7821	0.7611	0.7383
0.17	0.0008	0.0894	0.184	0.2766	0.365	0.4544	0.5366	0.604	0.6645	0.7163	0.7534	0.7818	0.8047	0.8233	0.8381	0.8501	0.8589	0.8655	0.8698	0.8713	0.8706	0.8676	0.862	0.8543	0.845	0.8326	0.8185	0.8029	0.7838	0.7633
0.18	0.0008	0.0854	0.1761	0.2621	0.3446	0.4292	0.5119	0.5834	0.6439	0.6977	0.7406	0.7713	0.7957	0.8156	0.8319	0.8448	0.8551	0.8627	0.8681	0.8712	0.872	0.8704	0.867	0.8614	0.8534	0.8441	0.8322	0.8179	0.803	0.7844
0.19	0.0007	0.0817	0.1683	0.2508	0.3282	0.405	0.4863	0.5616	0.6238	0.6785	0.7248	0.76	0.7865	0.8078	0.8251	0.8393	0.8505	0.8591	0.8658	0.8699	0.8719	0.872	0.8698	0.8658	0.8603	0.852	0.843	0.8315	0.8171	0.8026
0.2	0.0007	0.0785	0.1617	0.241	0.3135	0.3857	0.4611	0.5374	0.604	0.6595	0.708	0.7476	0.7767	0.7995	0.8181	0.8333	0.8455	0.8552	0.8627	0.868	0.8711	0.8722	0.8717	0.8692	0.8646	0.8589	0.8506	0.8413	0.8301	0.8161
