CP\J	0	0.1	0.2	0.3	0.4	0.5	0.6	0.7	0.8	0.9	1	1.1	1.2	1.3	1.4	1.5	1.6	1.7	1.8	1.9	2	2.1	2.2	2.3	2.4	2.5	2.6	2.7	2.8	2.9
0.02	4.7	4.8	5.2	6	6.8	8.1	9.6	11.3	13.1																					
0.03	7.6	7.8	8	8.6	9.5	10.8	12.1	13.5	15.1	16.7	18.4	20	21.7	23.3																
0.04	9.7	10	10.4	10.9	11.7	12.6	13.6	15.1	16.5	18	19.6	21.2	22.7	24.3	25.8	27.3	30.2													
0.05	11.2	11.6	12.1	12.8	13.5	14.4	15.1	16.4	17.8	19.2	20.7	22.2	23.6	25.2	26.6	28.1	29.5	30.8	32.2	33.5	36									
0.06	12.6	13.2	13.7	14.4	15.1	15.9	16.4	17.6	18.9	20.3	21.7	23.1	24.5	25.9	27.4	28.7	30.1	31.4	32.7	34	35.3	36.5								
0.07	14	14.6	15.2	15.9	16.5	17.3	17.7	18.8	20	21.3	22.6	24	25.3	26.7	28.1	29.4	30.7	32	33.3	34.5	35.7	36.9	38	39.2	40.2	41.3	42.3			
0.08	15.2	15.7	16.4	17.1	17.8	18.5	18.8	19.8	21	22.2	23.5	24.8	26.1	27.4	28.7	30	31.3	32.6	33.8	35	36.2	37.3	38.4	39.5	40.6	41.6	42.6	43.5		
0.09	16.4	16.8	17.5	18.2	19	19.8	19.9	20.9	21.9	23.1	24.3	25.6	26.8	28.1	29.4	30.6	31.9	33.1	34.3	35.5	36.6	37.7	38.8	39.9	40.9	41.9	42.9	43.8	44.7	45.6
0.1	17.5	17.9	18.5	19.2	20.1	20.8	20.9	21.8	22.9	24	25.1	26.3	27.6	28.8	30	31.2	32.4	33.6	34.8	35.9	37.1	38.1	39.2	40.3	41.3	42.2	43.2	44.1	45	45.8
0.11	18.6	19	19.6	20.2	21	21.9	21.9	22.8	23.8	24.8	25.9	27.1	28.2	29.4	30.6	31.8	33	34.1	35.3	36.4	37.5	38.5	39.6	40.6	41.6	42.6	43.5	44.4	45.3	46.1
0.12	19.7	20.1	20.6	21.1	21.9	22.8	22.8	23.7	24.6	25.6	26.7	27.8	28.9	30.1	31.2	32.4	33.5	34.6	35.7	36.8	37.9	38.9	40	41	41.9	42.9	43.8	44.7	45.5	46.3
0.13	20.9	21.3	21.7	22.1	22.7	23.6	23.6	24.5	25.5	26.4	27.4	28.5	29.6	30.7	31.8	32.9	34	35.1	36.2	37.2	38.3	39.3	40.3	41.3	42.2	43.2	44.1	44.9	45.8	46.6
